Iterations,VI avg crashes,QL avg crashes
15970,87.7,0
15975,63.2,0
15980,89.4,0
15985,54.8,0
15990,93.1,0
15995,92.4,0
16000,69.9,0
16005,64.4,0
16010,115.4,0
16015,120.3,0
16020,63.3,0
16025,62.3,0
16030,74.6,0
16035,60,0
16040,64.6,0
16045,67.8,0
16050,93.8,0
16055,75.1,0
16060,57.4,0
16065,78.8,0
16070,74.9,0
16075,69.7,0
16080,48.9,0
16085,68.8,0
16090,46.7,0
16095,91.4,0
16100,87.9,0
16105,48.4,0
16110,58.1,0
16115,75.5,0
16120,70.3,0
16125,136.4,0
16130,84.4,0
16135,74.6,0
16140,81.6,0
16145,89,0
16150,65.3,0
16155,92,0
16160,57.7,0
16165,51.2,0
16170,63.1,0
16175,77.6,0
16180,116.7,0
16185,59.6,0
16190,113.6,0
16195,45.1,0
16200,102.1,0
16205,63.1,0
16210,75.3,0
16215,57.7,0
16220,98.2,0
16225,45.2,0
16230,89.3,0
16235,76.4,0
16240,53.5,0
16245,58.4,0
16250,48.9,0
16255,106.9,0
16260,71.1,0
16265,56.4,0
16270,53.9,0
16275,96.7,0
16280,97.9,0
16285,122.2,0
16290,60.2,0
16295,68.4,0
16300,66.2,0
16305,63.7,0
16310,69.7,0
16315,85.6,0
16320,104.8,0
16325,53.5,0
16330,64.1,0
16335,48.5,0
16340,70.6,0
16345,62.4,0
16350,93.6,0
16355,78.8,0
16360,82.9,0
16365,76,0
16370,71.7,0
16375,59.7,0
16380,45.1,0
16385,80.7,0
16390,106.1,0
16395,82.2,0
16400,69.1,0
16405,98.8,0
16410,76.6,0
16415,66.3,0
16420,96.4,0
16425,72.2,0
16430,50.1,0
16435,77.8,0
16440,70.9,0
16445,87.1,0
16450,47,0
16455,100.7,0
16460,46.9,0
16465,55.4,0
16470,54.1,0
16475,65.7,0
16480,56.7,0
16485,74.6,0
16490,87.8,0
16495,55.3,0
16500,37.9,0
16505,94.2,0
16510,74.2,0
16515,44.8,0
16520,72.4,0
16525,89,0
16530,87.9,0
16535,101.6,0
16540,56.3,0
16545,114.4,0
16550,37.8,0
16555,83,0
16560,74.5,0
16565,90.8,0
16570,62.9,0
16575,98.6,0
16580,101,0
16585,81.4,0
16590,87.4,0
16595,62.8,0
16600,64.1,0
16605,86.1,0
16610,77.9,0
16615,56.6,0
16620,36,0
16625,51.4,0
16630,62,0
16635,94.7,0
16640,54.3,0
16645,81,0
16650,87.8,0
16655,60.9,0
16660,113.2,0
16665,63.5,0
16670,63.4,0
16675,70.8,0
16680,90.3,0
16685,76,0
16690,95.5,0
16695,83.7,0
16700,73.1,0
16705,60,0
16710,86.4,0
16715,86.1,0
16720,103,0
16725,65.6,0
16730,49.8,0
16735,88.3,0
16740,102.1,0
16745,73.3,0
16750,42,0
16755,133.2,0
16760,96.7,0
16765,55.7,0
16770,53.4,0
16775,57.4,0
16780,87.6,0
16785,106.9,0
16790,112.8,0
16795,87.2,0
16800,57.3,0
16805,82.4,0
16810,67,0
16815,58.1,0
16820,54.1,0
16825,77.2,0
16830,62.7,0
16835,67.6,0
16840,56.2,0
16845,95.5,0
16850,101.3,0
16855,74.8,0
16860,62,0
16865,81.3,0
16870,86.8,0
16875,70.3,0
16880,58.2,0
16885,103.2,0
16890,109,0
16895,63.7,0
16900,69.8,0
16905,54.2,0
16910,64.7,0
16915,70.8,0
16920,76.9,0
16925,67.7,0
16930,62.9,0
16935,82,0
16940,49.9,0
16945,76.3,0
16950,71.7,0
16955,78,0
16960,74.1,0
16965,109.1,0
16970,63.6,0
16975,102,0
16980,64.2,0
16985,93.6,0
16990,64.1,0
16995,76.8,0
17000,83.9,0
17005,87.9,0
17010,52.7,0
17015,66.6,0
17020,70.7,0
17025,41.5,0
17030,60,0
17035,104.9,0
17040,63.1,0
17045,78.4,0
17050,108.9,0
17055,53.4,0
17060,94.4,0
17065,76.3,0
17070,57.3,0
17075,76.9,0
17080,58.4,0
17085,51.2,0
17090,100,0
17095,58.4,0
17100,59.7,0
17105,96.5,0
17110,76.3,0
17115,79.7,0
17120,60.8,0
17125,54.9,0
17130,90.4,0
17135,75,0
17140,87.3,0
17145,70.5,0
17150,62.4,0
17155,117.3,0
17160,88.2,0
17165,68,0
17170,85.6,0
17175,67.1,0
17180,57,0
17185,80.8,0
17190,86,0
17195,51.5,0
17200,107.5,0
17205,79.8,0
17210,87.6,0
17215,79.5,0
17220,65.3,0
17225,91.3,0
17230,70.1,0
17235,52.1,0
17240,44.5,0
17245,90.1,0
17250,87.7,0
17255,55.3,0
17260,59.6,0
17265,70.4,0
17270,74.3,0
17275,69.7,0
17280,101.7,0
17285,95.3,0
17290,82.8,0
17295,76.6,0
17300,50.4,0
17305,80,0
17310,110.1,0
17315,66.7,0
17320,81.5,0
17325,102.7,0
17330,106.5,0
17335,72.5,0
17340,91,0
17345,56.1,0
17350,141.3,0
17355,99.5,0
17360,90.3,0
17365,72.7,0
17370,100.9,0
17375,63.5,0
17380,74.8,0
17385,83.1,0
17390,69.2,0
17395,68.3,0
17400,68.3,0
17405,85,0
17410,119.1,0
17415,95,0
17420,60.4,0
17425,95.7,0
17430,72.9,0
17435,73.4,0
17440,72,0
17445,83.5,0
17450,76.1,0
17455,56.4,0
17460,90.7,0
17465,63.8,0
17470,52.7,0
17475,90.9,0
17480,65.4,0
17485,60.4,0
17490,89.8,0
17495,93,0
17500,104.8,0
17505,74,0
17510,80.8,0
17515,94.1,0
17520,94,0
17525,100.4,0
17530,47.7,0
17535,72.9,0
17540,92.6,0
17545,77.4,0
17550,69,0
17555,80.1,0
17560,69.2,0
17565,72.5,0
17570,71.2,0
17575,82.8,0
17580,94.3,0
17585,69.9,0
17590,68.6,0
17595,96.6,0
17600,80.9,0
17605,77.1,0
17610,72.3,0
17615,61.7,0
17620,95.7,0
17625,72,0
17630,63,0
17635,57.4,0
17640,113.9,0
17645,72.3,0
17650,106,0
17655,76.7,0
17660,80.6,0
17665,86.8,0
17670,137.9,0
17675,59,0
17680,71.5,0
17685,87.6,0
17690,76.5,0
17695,68.4,0
17700,107.6,0
17705,67.1,0
17710,79.1,0
17715,57.4,0
17720,69.8,0
17725,58.1,0
17730,71.5,0
17735,66.5,0
17740,112.9,0
17745,66,0
17750,96.1,0
17755,91.6,0
17760,102.5,0
17765,84.4,0
17770,55.3,0
17775,148.9,0
17780,57.4,0
17785,88.1,0
17790,70.8,0
17795,88.2,0
17800,70.4,0
17805,72.8,0
17810,65.8,0
17815,68.5,0
17820,68.7,0
17825,57.2,0
17830,118.3,0
17835,74.9,0
17840,100.9,0
17845,116.7,0
17850,76.3,0
17855,58.5,0
17860,75.7,0
17865,91.3,0
17870,109.9,0
17875,71.8,0
17880,101.2,0
17885,79.9,0
17890,75.7,0
17895,68.4,0
17900,147.5,0
17905,44.1,0
17910,86.2,0
17915,75,0
17920,82.7,0
17925,66,0
17930,47.9,0
17935,67.7,0
17940,44.2,0
17945,50.8,0
17950,72.4,0
17955,99.3,0
17960,110.2,0
17965,58.9,0
17970,84,0
17975,108.6,0
17980,46.4,0
17985,77,0
17990,64.9,0
17995,73,0
18000,57.1,0
18005,45.1,0
18010,99.6,0
18015,115.3,0
18020,90.3,0
18025,76.6,0
18030,119.7,0
18035,70.1,0
18040,77.5,0
18045,92.9,0
18050,128,0
18055,84.3,0
18060,64.7,0
18065,67.2,0
18070,78.5,0
18075,105.3,0
18080,49.4,0
18085,61,0
18090,105.3,0
18095,73.5,0
18100,61.9,0
18105,79,0
18110,79.7,0
18115,127.5,0
18120,47.9,0
18125,107.2,0
18130,87.2,0
18135,88,0
18140,124.4,0
18145,79.1,0
18150,93.8,0
18155,81.8,0
18160,60.7,0
18165,88.9,0
18170,124,0
18175,45.4,0
18180,85.6,0
18185,67.6,0
18190,96.7,0
18195,64.2,0
18200,107.1,0
18205,61.7,0
18210,90.3,0
18215,44.8,0
18220,92.7,0
18225,89.8,0
18230,60,0
18235,61.3,0
18240,78.6,0
18245,70.8,0
18250,130.8,0
18255,79.2,0
18260,94.2,0
18265,106.3,0
18270,63.1,0
18275,69.5,0
18280,44.1,0
18285,101.2,0
18290,52,0
18295,124.1,0
18300,102,0
18305,95,0
18310,84,0
18315,96.2,0
18320,80,0
18325,66,0
18330,92.7,0
18335,102.5,0
18340,109.8,0
18345,116.4,0
18350,130.5,0
18355,95.4,0
18360,61.5,0
18365,76.7,0
18370,68,0
18375,101.5,0
18380,88.8,0
18385,68.2,0
18390,94,0
18395,100.8,0
18400,130.1,0
18405,98.8,0
18410,114.3,0
18415,52.7,0
18420,119.1,0
18425,103,0
18430,40.6,0
18435,108.5,0
18440,96.7,0
18445,119.7,0
18450,76.9,0
18455,58.1,0
18460,49.1,0
18465,83.6,0
18470,53.8,0
18475,84.4,0
18480,131,0
18485,113.2,0
18490,54.5,0
18495,66,0
18500,63.3,0
18505,69,0
18510,74.3,0
18515,89.8,0
18520,107.2,0
18525,84.2,0
18530,70.3,0
18535,101.1,0
18540,77.8,0
18545,84.5,0
18550,81.3,0
18555,85.4,0
18560,87.3,0
18565,80.8,0
18570,79.3,0
18575,90.1,0
18580,63.6,0
18585,68.3,0
18590,130.8,0
18595,113.1,0
18600,84.5,0
18605,91.9,0
18610,84.1,0
18615,174.9,0
18620,97.5,0
18625,98.1,0
18630,88.8,0
18635,92.4,0
18640,60.6,0
18645,74.5,0
18650,72.1,0
18655,93.2,0
18660,122.8,0
18665,67.6,0
18670,51.6,0
18675,111.8,0
18680,68.9,0
18685,90.6,0
18690,90.4,0
18695,68.2,0
18700,135.5,0
18705,104.6,0
18710,134.5,0
18715,73.4,0
18720,98.8,0
18725,105.4,0
18730,124.4,0
18735,94.7,0
18740,132.2,0
18745,116.1,0
18750,97.1,0
18755,59.8,0
18760,89.3,0
18765,82,0
18770,109.1,0
18775,81.8,0
18780,107.8,0
18785,106.3,0
18790,81.7,0
18795,51.9,0
18800,83.2,0
18805,101.3,0
18810,64.7,0
18815,61.9,0
18820,98.2,0
18825,85.8,0
18830,75.4,0
18835,104.4,0
18840,128.8,0
18845,101.6,0
18850,66.7,0
18855,72.2,0
18860,96.6,0
18865,108.8,0
18870,50.9,0
18875,82.4,0
18880,93.8,0
18885,92.5,0
18890,62,0
18895,103,0
18900,92.7,0
18905,80.2,0
18910,68.1,0
18915,125.6,0
18920,87,0
18925,89.5,0
18930,85.4,0
18935,126.1,0
18940,100.7,0
18945,98,0
18950,95.2,0
18955,80.3,0
18960,123.1,0
18965,117.4,0
18970,58.9,0
18975,107.6,0
18980,98,0
18985,144.7,0
18990,77.8,0
18995,150.9,0
19000,73,0
19005,82,0
19010,96.7,0
19015,87.3,0
19020,111.7,0
19025,106.5,0
19030,64.4,0
19035,70.7,0
19040,139.1,0
19045,88.8,0
19050,109.1,0
19055,82.2,0
19060,107.6,0
19065,123.2,0
19070,124.8,0
19075,94.1,0
19080,106.3,0
19085,103.3,0
19090,86,0
19095,113.1,0
19100,123.6,0
19105,86.9,0
19110,154.1,0
19115,116.1,0
19120,76.6,0
19125,77.6,0
19130,99.2,0
19135,102.5,0
19140,118.4,0
19145,90.8,0
19150,59.8,0
19155,92.5,0
19160,93.2,0
19165,91.4,0
19170,46.8,0
19175,85.9,0
19180,116,0
19185,75.2,0
19190,75.5,0
19195,73,0
19200,175.9,0
19205,106.1,0
19210,91,0
19215,119.2,0
19220,101.4,0
19225,98.1,0
19230,99.4,0
19235,89.5,0
19240,110.6,0
19245,77.7,0
19250,113.3,0
19255,37.5,0
19260,99.5,0
19265,66.1,0
19270,91.4,0
19275,68.9,0
19280,173.5,0
19285,110.4,0
19290,107.7,0
19295,130.2,0
19300,61.2,0
19305,123.3,0
19310,71.7,0
19315,119.3,0
19320,143.4,0
19325,75.4,0
19330,120,0
19335,129,0
19340,80.8,0
19345,136.3,0
19350,145.1,0
19355,105,0
19360,85.1,0
19365,118.8,0
19370,38.6,0
19375,111.8,0
19380,61.1,0
19385,130,0
19390,127.2,0
19395,139.7,0
19400,146.3,0
19405,50.1,0
19410,108.9,0
19415,82,0
19420,74.1,0
19425,73.6,0
19430,142.8,0
19435,92.2,0
19440,124.6,0
19445,92,0
19450,83.5,0
19455,100,0
19460,69.5,0
19465,50.6,0
19470,141.7,0
19475,103.4,0
19480,85.8,0
19485,124.4,0
19490,104.7,0
19495,63.4,0
19500,161.7,0
19505,80.5,0
19510,62.7,0
19515,127,0
19520,94.4,0
19525,90.7,0
19530,55.7,0
19535,68.8,0
19540,105.3,0
19545,75.4,0
19550,52.8,0
19555,64.4,0
19560,94.4,0
19565,74.6,0
19570,82.2,0
19575,108.8,0
19580,123.3,0
19585,50.1,0
19590,125.9,0
19595,124.2,0
19600,99.9,0
19605,97.3,0
